===========================================================
Nazwa pliku wejsciowego: ../TxtFiles/file_10.txt
LP;czas;blad bezwzgledny;blad wzgledny
25;256.184ms;0.0352265;9.02445ms
Czas sredni;bl wzgledny;bl wzgledny[%];bl bezwzgledny
265.208ms;0.0260582;2.60582%;7.00753ms
===========================================================
Nazwa pliku wejsciowego: ../TxtFiles/file_10.txt
Metoda: nearest - neighbour
LP;czas;blad bezwzgledny;blad wzgledny
1;0.0863ms;0.249641;0.021544ms
2;0.0645ms;0.00396899;0.000256ms
3;0.0618ms;0.0478317;0.002956ms
4;0.0658ms;0.0158663;0.001044ms
5;0.0621ms;0.0427697;0.002656ms
6;0.0624ms;0.0377564;0.002356ms
7;0.0662ms;0.0218127;0.001444ms
8;0.0618ms;0.0478317;0.002956ms
9;0.0661ms;0.0203328;0.001344ms
10;0.0618ms;0.0478317;0.002956ms
11;0.0666ms;0.0276877;0.001844ms
12;0.0623ms;0.0394222;0.002456ms
13;0.0662ms;0.0218127;0.001444ms
14;0.0622ms;0.0410932;0.002556ms
15;0.0653ms;0.00833078;0.000544ms
16;0.062ms;0.0444516;0.002756ms
17;0.0649ms;0.0022188;0.000144ms
18;0.0622ms;0.0410932;0.002556ms
19;0.0659ms;0.0173596;0.001144ms
20;0.0621ms;0.0427697;0.002656ms
21;0.0641ms;0.010234;0.000656ms
22;0.0644ms;0.00552795;0.000356ms
23;0.0637ms;0.0165777;0.001056ms
24;0.0659ms;0.0173596;0.001144ms
25;0.0623ms;0.0394222;0.002456ms
Czas sredni;bl wzgledny;bl wzgledny[%];bl bezwzgledny
0.064756ms;0.0364402;3.64402%;0.0025312ms
===========================================================
Nazwa pliku wejsciowego: ../TxtFiles/file_10.txt
Metoda: brute - force
LP;czas;blad bezwzgledny;blad wzgledny
1;266.247ms;0.00800567;2.13148ms
2;268.271ms;0.000401401;0.107684ms
3;266.443ms;0.00726152;1.93478ms
4;267.827ms;0.00205799;0.551184ms
5;266.81ms;0.00587602;1.56778ms
6;270.434ms;0.00760191;2.05582ms
7;271.664ms;0.0120944;3.28562ms
8;269.279ms;0.00334492;0.900716ms
9;264.363ms;0.015187;4.01488ms
10;270.511ms;0.00788403;2.13272ms
11;272.013ms;0.0133634;3.63502ms
12;265.13ms;0.0122501;3.24788ms
13;266.922ms;0.00545622;1.45638ms
14;267.89ms;0.00182345;0.488484ms
15;266.145ms;0.00839085;2.23318ms
16;269.638ms;0.00467151;1.25962ms
17;270.087ms;0.00632875;1.70932ms
18;269.766ms;0.00514341;1.38752ms
19;265.341ms;0.0114463;3.03718ms
20;263.365ms;0.0190332;5.01268ms
21;267.006ms;0.0051384;1.37198ms
22;270.131ms;0.00648913;1.75292ms
23;266.693ms;0.00631731;1.68478ms
24;274.911ms;0.0237645;6.53312ms
25;272.566ms;0.0153651;4.18802ms
Czas sredni;bl wzgledny;bl wzgledny[%];bl bezwzgledny
268.378ms;0.00858786;0.858786%;2.30723ms
===========================================================
Nazwa pliku wejsciowego: ../TxtFiles/file_10.txt
Metoda: nearest - neighbour
LP;czas;blad bezwzgledny;blad wzgledny
1;0.0762ms;0.166877;0.012716ms
2;0.0735ms;0.136272;0.010016ms
3;0.0612ms;0.0373203;0.002284ms
4;0.061ms;0.0407213;0.002484ms
5;0.0645ms;0.0157519;0.001016ms
6;0.0606ms;0.0475908;0.002884ms
7;0.0647ms;0.0187944;0.001216ms
8;0.0607ms;0.0458649;0.002784ms
9;0.0646ms;0.0172755;0.001116ms
10;0.0608ms;0.0441447;0.002684ms
11;0.065ms;0.0233231;0.001516ms
12;0.0607ms;0.0458649;0.002784ms
13;0.0647ms;0.0187944;0.001216ms
14;0.0606ms;0.0475908;0.002884ms
15;0.0649ms;0.0218182;0.001416ms
16;0.061ms;0.0407213;0.002484ms
17;0.0645ms;0.0157519;0.001016ms
18;0.0608ms;0.0441447;0.002684ms
19;0.0645ms;0.0157519;0.001016ms
20;0.0607ms;0.0458649;0.002784ms
21;0.0647ms;0.0187944;0.001216ms
22;0.0606ms;0.0475908;0.002884ms
23;0.061ms;0.0407213;0.002484ms
24;0.0647ms;0.0187944;0.001216ms
25;0.0609ms;0.0424302;0.002584ms
Czas sredni;bl wzgledny;bl wzgledny[%];bl bezwzgledny
0.063484ms;0.0423428;4.23428%;0.00277536ms
===========================================================
Nazwa pliku wejsciowego: ../TxtFiles/file_10.txt
Metoda: brute - force
LP;czas;blad bezwzgledny;blad wzgledny
1;279.136ms;0.0443842;12.3892ms
2;270.524ms;0.0139626;3.77721ms
3;266.998ms;0.00094161;0.251408ms
4;267.793ms;0.00390567;1.04591ms
5;267.245ms;0.00186386;0.498108ms
6;263.006ms;0.014224;3.74099ms
7;262.488ms;0.0162236;4.25849ms
8;265.958ms;0.00296623;0.788892ms
9;265.754ms;0.00373425;0.992392ms
10;266.76ms;5.1387e-05;0.013708ms
11;264.32ms;0.00918165;2.42689ms
12;269.345ms;0.00964714;2.59841ms
13;269.059ms;0.00859406;2.31231ms
14;266.466ms;0.00105113;0.280092ms
15;271.602ms;0.017878;4.85571ms
16;264.155ms;0.00980973;2.59129ms
17;270.75ms;0.0147878;4.00381ms
18;263.262ms;0.0132374;3.48489ms
19;264.052ms;0.0102032;2.69419ms
20;264.983ms;0.00665663;1.76389ms
21;262.843ms;0.0148526;3.90389ms
22;265.874ms;0.00328349;0.872992ms
23;265.638ms;0.00417181;1.10819ms
24;266.956ms;0.000785926;0.209808ms
25;263.698ms;0.0115605;3.04849ms
Czas sredni;bl wzgledny;bl wzgledny[%];bl bezwzgledny
266.747ms;0.00951834;0.951834%;2.55645ms
===========================================================
Nazwa pliku wejsciowego: ../TxtFiles/file_10.txt
Metoda: nearest - neighbour
LP;czas;blad bezwzgledny;blad wzgledny
1;0.1528ms;0.543482;0.083044ms
2;0.1543ms;0.54792;0.084544ms
3;0.0806ms;0.134541;0.010844ms
4;0.0596ms;0.170403;0.010156ms
5;0.0634ms;0.100252;0.006356ms
6;0.0596ms;0.170403;0.010156ms
7;0.0636ms;0.0967925;0.006156ms
8;0.0597ms;0.168442;0.010056ms
9;0.0636ms;0.0967925;0.006156ms
10;0.0596ms;0.170403;0.010156ms
11;0.0634ms;0.100252;0.006356ms
12;0.0596ms;0.170403;0.010156ms
13;0.0638ms;0.0933542;0.005956ms
14;0.0598ms;0.166488;0.009956ms
15;0.0639ms;0.0916432;0.005856ms
16;0.0598ms;0.166488;0.009956ms
17;0.0638ms;0.0933542;0.005956ms
18;0.0597ms;0.168442;0.010056ms
19;0.0669ms;0.0426906;0.002856ms
20;0.0597ms;0.168442;0.010056ms
21;0.0638ms;0.0933542;0.005956ms
22;0.0598ms;0.166488;0.009956ms
23;0.0598ms;0.166488;0.009956ms
24;0.0636ms;0.0967925;0.006156ms
25;0.0597ms;0.168442;0.010056ms
Czas sredni;bl wzgledny;bl wzgledny[%];bl bezwzgledny
0.069756ms;0.166102;16.6102%;0.0142746ms
===========================================================
Nazwa pliku wejsciowego: ../TxtFiles/file_10.txt
Metoda: brute - force
LP;czas;blad bezwzgledny;blad wzgledny
1;274.273ms;0.0254007;6.96671ms
2;265.556ms;0.00659179;1.75049ms
3;264.149ms;0.0119508;3.15679ms
4;266.274ms;0.00387528;1.03189ms
5;266.51ms;0.00298859;0.796488ms
6;263.678ms;0.0137576;3.62759ms
7;267.057ms;0.00093309;0.249188ms
8;266.119ms;0.0044615;1.18729ms
9;272.433ms;0.0188193;5.12701ms
10;282.827ms;0.0548764;15.5205ms
11;263.637ms;0.0139176;3.66919ms
12;265.61ms;0.00638715;1.69649ms
13;267.84ms;0.00199265;0.533712ms
14;262.928ms;0.0166509;4.37799ms
15;265.3ms;0.00756348;2.00659ms
16;263.175ms;0.0156983;4.13139ms
17;268.385ms;0.00402039;1.07901ms
18;261.105ms;0.0237494;6.20109ms
19;268.847ms;0.00573193;1.54101ms
20;264.229ms;0.0116455;3.07709ms
21;266.086ms;0.00458418;1.21979ms
22;267.928ms;0.00232231;0.622212ms
23;275.066ms;0.0282107;7.75981ms
24;264.776ms;0.00955405;2.52969ms
25;268.865ms;0.00579849;1.55901ms
Czas sredni;bl wzgledny;bl wzgledny[%];bl bezwzgledny
267.306ms;0.0120593;1.20593%;3.25672ms
===========================================================
Nazwa pliku wejsciowego: ../TxtFiles/file_10.txt
Metoda: nearest - neighbour
LP;czas;blad bezwzgledny;blad wzgledny
1;0.075ms;0.167253;0.012544ms
2;0.0646ms;0.0331889;0.002144ms
3;0.0602ms;0.0374751;0.002256ms
4;0.0603ms;0.0357546;0.002156ms
5;0.0639ms;0.0225978;0.001444ms
6;0.0602ms;0.0374751;0.002256ms
7;0.0638ms;0.0210658;0.001344ms
8;0.06ms;0.0409333;0.002456ms
9;0.0642ms;0.0271651;0.001744ms
10;0.06ms;0.0409333;0.002456ms
11;0.064ms;0.024125;0.001544ms
12;0.0606ms;0.0306271;0.001856ms
13;0.064ms;0.024125;0.001544ms
14;0.0601ms;0.0392013;0.002356ms
15;0.0638ms;0.0210658;0.001344ms
16;0.0601ms;0.0392013;0.002356ms
17;0.064ms;0.024125;0.001544ms
18;0.06ms;0.0409333;0.002456ms
19;0.0639ms;0.0225978;0.001444ms
20;0.0601ms;0.0392013;0.002356ms
21;0.0641ms;0.0256474;0.001644ms
22;0.0602ms;0.0374751;0.002256ms
23;0.0601ms;0.0392013;0.002356ms
24;0.0641ms;0.0256474;0.001644ms
25;0.0601ms;0.0392013;0.002356ms
Czas sredni;bl wzgledny;bl wzgledny[%];bl bezwzgledny
0.062456ms;0.0374487;3.74487%;0.00239424ms
===========================================================
Nazwa pliku wejsciowego: ../TxtFiles/file_10.txt
Metoda: brute - force
LP;czas;blad bezwzgledny;blad wzgledny
1;276.324ms;0.0352847;9.75002ms
2;263.314ms;0.0123817;3.26028ms
3;265.428ms;0.00431973;1.14658ms
4;268.201ms;0.00606494;1.62662ms
5;264.514ms;0.00779005;2.06058ms
6;262.786ms;0.0144154;3.78818ms
7;271.184ms;0.0169985;4.60972ms
8;275.325ms;0.0317829;8.75062ms
9;268.177ms;0.00597488;1.60232ms
10;265.564ms;0.0038054;1.01058ms
11;265.253ms;0.00498005;1.32098ms
12;259.316ms;0.0279909;7.25848ms
13;270.395ms;0.0141312;3.82102ms
14;263.874ms;0.010234;2.70048ms
15;265.787ms;0.00296205;0.787276ms
16;263.922ms;0.0100514;2.65278ms
17;264.976ms;0.00603405;1.59888ms
18;260.365ms;0.0238472;6.20898ms
19;265.527ms;0.0039449;1.04748ms
20;263.833ms;0.0103921;2.74178ms
21;266.541ms;0.000124469;0.033176ms
22;264.092ms;0.00940005;2.48248ms
23;268.872ms;0.00854579;2.29772ms
24;271.139ms;0.0168364;4.56502ms
25;269.65ms;0.0114067;3.07582ms
Czas sredni;bl wzgledny;bl wzgledny[%];bl bezwzgledny
266.574ms;0.011988;1.1988%;3.20791ms
===========================================================
Nazwa pliku wejsciowego: ../TxtFiles/file_10.txt
Metoda: nearest - neighbour
LP;czas;blad bezwzgledny;blad wzgledny
1;0.1551ms;0.391283;0.060688ms
2;0.1377ms;0.314365;0.043288ms
3;0.1341ms;0.295958;0.039688ms
4;0.1342ms;0.296483;0.039788ms
5;0.1371ms;0.311364;0.042688ms
6;0.1341ms;0.295958;0.039688ms
7;0.137ms;0.310861;0.042588ms
8;0.1339ms;0.294907;0.039488ms
9;0.1371ms;0.311364;0.042688ms
10;0.0892ms;0.0584305;0.005212ms
11;0.0625ms;0.510592;0.031912ms
12;0.1609ms;0.413226;0.066488ms
13;0.0633ms;0.491501;0.031112ms
14;0.0606ms;0.557954;0.033812ms
15;0.0633ms;0.491501;0.031112ms
16;0.0605ms;0.560529;0.033912ms
17;0.0634ms;0.489148;0.031012ms
18;0.0604ms;0.563113;0.034012ms
19;0.0633ms;0.491501;0.031112ms
20;0.0607ms;0.555387;0.033712ms
21;0.0635ms;0.486803;0.030912ms
22;0.0604ms;0.563113;0.034012ms
23;0.0604ms;0.563113;0.034012ms
24;0.0634ms;0.489148;0.031012ms
25;0.0642ms;0.470592;0.030212ms
Czas sredni;bl wzgledny;bl wzgledny[%];bl bezwzgledny
0.094412ms;0.423128;42.3128%;0.0365664ms
===========================================================
Nazwa pliku wejsciowego: ../TxtFiles/file_10.txt
Metoda: brute - force
LP;czas;blad bezwzgledny;blad wzgledny
1;270.003ms;0.00607239;1.63956ms
2;266.574ms;0.00671535;1.79014ms
3;268.959ms;0.00221284;0.595164ms
4;269.669ms;0.00483877;1.30486ms
5;276.374ms;0.028982;8.00986ms
6;270.536ms;0.00803058;2.17256ms
7;275.556ms;0.0261016;7.19246ms
8;264.84ms;0.0133048;3.52364ms
9;272.813ms;0.0163088;4.44926ms
10;267.643ms;0.00269365;0.720936ms
11;271.092ms;0.0100625;2.72786ms
12;268.556ms;0.000715174;0.192064ms
13;263.749ms;0.0174952;4.61434ms
14;266.227ms;0.00802599;2.13674ms
15;268.989ms;0.00232301;0.624864ms
16;268.707ms;0.00127932;0.343764ms
17;267.56ms;0.00300207;0.803236ms
18;268.186ms;0.000661615;0.177436ms
19;266.635ms;0.00648391;1.72884ms
20;266.199ms;0.00813089;2.16444ms
21;263.342ms;0.0190708;5.02214ms
22;266.383ms;0.00743529;1.98064ms
23;266.306ms;0.0077262;2.05754ms
24;266.646ms;0.00644239;1.71784ms
25;267.549ms;0.00304406;0.814436ms
